Name,Ticker,"Sub-Sector","Market Cap","Close Price","PE Ratio"
Krishana Phoschem Ltd,KRISHANA,"Fertilizers & Agro Chemicals","1269.429804","431.75","43.08994582484728"
Manorama Industries Ltd,MANORAMA,"Packaged Foods & Meats","1268.80417545","1026.9","52.51672911630789"
TAJ GVK Hotels and Resorts Ltd,TAJGVK,"Hotels, Resorts & Cruise Lines","1265.94318405","204.05","602.8300876428526"
India Power Corporation Ltd,DPSCLTD,"Power Generation","1265.926532","12.95","82.30991755526631"
Kitex Garments Ltd,KITEX,"Apparel & Accessories","1265.8275","189.2","10.116907768542198"
Mold-Tek Packaging Ltd,MOLDTEKPP,,"1265.59830066","391.15",
Rane Holdings Ltd,RANEHOLDIN,"Auto Parts","1265.58498976","890","52.426884414250054"
Carysil Ltd,CARYSIL,"Home Furnishing","1263.36789579","461.6","19.505448445113473"
Vardhman Special Steels Ltd,VSSL,"Iron & Steel","1263.27745278","303.8","12.539978685527073"
Gujarat Industries Power Company Ltd,GIPCL,"Power Generation","1258.40988416","84.85","7.345805172844541"
Thejo Engineering Ltd,THEJO,"Construction & Engineering","1246.45032816","1205","33.13265093460929"
Everest Industries Ltd,EVERESTIND,"Building Products - Prefab Structures","1245.454700145","770","28.254416972436463"
Asian Star Co Ltd,ASTAR,"Precious Metals, Jewellery & Watches","1244.688768","771.9","13.266774333830753"
Skipper Ltd,SKIPPER,"Power Infrastructure","1244.36296944","118.3","49.47765286043779"
Kuantum Papers Ltd,KUANTUM,"Paper Products","1243.07040935","141.05","92.55922631049845"
Gensol Engineering Ltd,GENSOL,,"1242.90813552","1003.05","112.07467407754731"
Infobeans Technologies Ltd,INFOBEAN,"Software Services","1237.0327979","512.8","22.471077164395982"
Foseco India Ltd,FOSECOIND,"Specialty Chemicals","1236.5860625","1879.25","37.85081305479031"
Shanti Educational Initiatives Ltd,SEIL,"Education Services","1234.065","78.4","1523.5370370370365"
Arman Financial Services Ltd,ARMANFIN,"Consumer Finance","1232.02535505","1427.1","38.80394819055117"
Knowledge Marine & Engineering Works Ltd,KMEW,,"1222.38312","1292.45","60.00898969072168"
Tarc Ltd,TARC,"Real Estate","1221.6988269","41.4","-5.249200081206498"
Suryoday Small Finance Bank Ltd,SURYODAY,"Private Banks","1214.4560885600001","112.15","-13.054456503923491"
Sanmit Infra Ltd,SANINFRA,,"1212.7075625","76.85","189.18994734789328"
Varanium Cloud Ltd,CLOUD,"IT Services & Consulting","1210.59471096","1196.7","144.11841797142858"
GIC Housing Finance Ltd,GICHSGFIN,"Home Financing","1209.22568703","212.35","6.9691988186848"
Axiscades Technologies Ltd,AXISCADES,"Construction & Engineering","1207.67118565","311","54.32618918803422"
Madras Fertilizers Ltd,MADRASFERT,"Fertilizers & Agro Chemicals","1206.648737","71.8","7.446150799136072"
RPSG Ventures Ltd,RPSGVENT,"Packaged Foods & Meats","1204.058479755","448.75","9.164701474767853"
Bajaj Healthcare Ltd,BAJAJHCARE,"Pharmaceuticals","1200.392408","429.25","16.816929223872226"
Themis Medicare Ltd,THEMISMED,"Pharmaceuticals","1195.6670892","1286.9","16.40596993962679"
Xpro India Ltd,XPROINDIA,"Plastic Products","1194.7874517","659.2","26.59219790117963"
Speciality Restaurants Ltd,SPECIALITY,"Restaurants & Cafes","1189.202663525","247.25","146.09369330773922"
Rajnish Wellness Ltd,RAJNISH,"FMCG - Personal Products","1181.52978975","30.65","2881.779974999978"
Nalwa Sons Investments Ltd,NSIL,"Asset Management","1178.2357922","2267.15","17.833143517481464"
Parag Milk Foods Ltd,PARAGMILK,"FMCG - Foods","1177.8582513","100.2","-2.211898840021781"
Moschip Technologies Ltd,MOSCHIP,"Software Services","1170.53834961","70.35","182.0432892083987"
DISA India Ltd,DISAQ,"Industrial Machinery","1163.5094205","7993.8","30.15054212231149"
Rossell India Ltd,ROSSELLIND,"Tea & Coffee","1163.2782575","309.55","38.763020909696735"
Nitin Spinners Ltd,NITINSPIN,"Textiles","1160.3808","204.9","3.5578132760999517"
Ador Welding Ltd,ADORWELD,"Industrial Machinery","1155.5977256600002","833.85","25.588966467227657"
Ugar Sugar Works Ltd,UGARSUGAR,"Sugar","1145.25","103.85","26.43698060941822"
PIX Transmissions Ltd,PIXTRANS,"Industrial Machinery","1144.85743","839.6","16.633116809530748"
Geojit Financial Services Ltd,GEOJITFSL,"Investment Banking & Brokerage","1140.45164892","47.15","7.571714572566724"
Pnb Gilts Ltd,PNBGILTS,"Investment Banking & Brokerage","1138.56409755","62.95","6.870823109951122"
SML Isuzu Ltd,SMLISUZU,"Trucks & Buses","1138.05024144","768.75","-11.40788132959102"
Elpro International Ltd,ELPROINTL,"Real Estate","1135.510171","66.65","1.0745610672647434"
WPIL Ltd,WPIL,"Industrial Machinery","1131.3697118","1149.95","11.625253923140157"
Gujarat Themis Biosyn Ltd,GUJTHEM,"Pharmaceuticals","1127.49991871","788.1","25.848232891104995"
Elin Electronics Ltd,ELIN,"Electronic Equipments","1119.5671149","222.1","28.567673255932554"
Precision Camshafts Ltd,PRECAM,"Auto Parts","1100.88582765","112.7","23.921899775097728"
Dolat Algotech Ltd,DOLATALGO,"Investment Banking & Brokerage","1098.24","62.65","6.559789750328514"
Ajmera Realty & Infra India Ltd,AJMERA,"Real Estate","1097.369759375","311.15","24.176465286957466"
G M Breweries Ltd,GMBREW,"Alcoholic Beverages","1095.82979079","600.65","11.736422735246869"
Universal Cables Ltd,UNIVCABLES,"Cables","1091.86364007","321.45","14.571782197651151"
Uttam Sugar Mills Ltd,UTTAMSUGAR,"Sugar","1087.1271106","283.2","8.056374022528532"
Everest Kanto Cylinder Ltd,EKC,"Gas Distribution","1086.17036176","95.85","4.0956650141779765"
Ester Industries Ltd,ESTER,"Commodity Chemicals","1085.1907","129.5","7.937902860068764"
Ugro Capital Ltd,UGROCAP,"Investment Banking & Brokerage","1081.321563675","151.75","74.26659091174432"
Rico Auto Industries Ltd,RICOAUTO,"Auto Parts","1076.8686","81.05","45.49508238276334"
Capacite Infraprojects Ltd,CAPACITE,"Construction & Engineering","1071.32782266","160.55","24.353894581950424"
Shree Global Tradefin Ltd,SHRGLTR,"Commodities Trading","1071.130614882","8.4","7.09170163454714"
PTC India Financial Services Ltd,PFS,"Specialized Finance","1066.1903361","16.3","8.202726081704876"
Marathon Nextgen Realty Ltd,MARATHON,"Real Estate","1060.12675388","228.3","27.528609552843434"
Shivalik Rasayan Ltd,SHIVALIK,"Fertilizers & Agro Chemicals","1059.66983605","722.9","41.377190005857095"
Chemcon Speciality Chemicals Ltd,CHEMCON,"Specialty Chemicals","1058.077798385","283.85","16.861797583824686"
Shiva Cement Ltd,SHIVACEM,"Cement","1055.925","54.05","-41.37637147335424"
Prakash Industries Ltd,PRAKASH,"Iron & Steel","1055.687440905","57.6","6.257037938033467"
KMC Speciality Hospitals India Ltd,KMCSHIL,"Hospitals & Diagnostic Centres","1055.15995","64.4","44.46523177412558"
Medicamen Biotech Ltd,MEDICAMEQ,"Pharmaceuticals","1052.2552425","832.65","70.5737922535211"
Dredging Corporation of India Ltd,DREDGECORP,"Dredging","1049.16","368.05","306.77192982456165"
Sutlej Textiles and Industries Ltd,SUTLEJTEX,"Textiles","1047.6840249","61.7","6.9738669034147645"
Monarch Networth Capital Ltd,MONARCH,"Investment Banking & Brokerage","1046.21350901","334.4","19.352821106363304"
Inox Wind Energy Ltd,IWEL,"Heavy Electrical Equipments","1043.849625","954.5","-8.745388949396778"
Avadh Sugar & Energy Ltd,AVADHSUGAR,"Sugar","1041.6584847","509.9","8.372787434289865"
Hi-Tech Pipes Ltd,HITECH,"Building Products - Pipes","1039.7916585","851.5","25.782089226382283"
Goodluck India Ltd,GOODLUCK,"Iron & Steel","1039.14453125","373.5","13.855260416666678"
Nucleus Software Exports Ltd,NUCLEUS,"Software Services","1037.466305","385.65","25.359723906135418"
Onmobile Global Ltd,ONMOBILE,"Software Services","1031.5610818799998","94.7","31.78924751556245"
Shree Digvijay Cement Co Ltd,SHREDIGCEM,"Cement","1030.3218349200001","70.75","18.63823869247465"
Mangalore Chemicals and Fertilisers Ltd,MANGCHEFER,"Fertilizers & Agro Chemicals","1028.711502","85.55","11.708530639654018"
Sangam (India) Ltd,SANGAMIND,"Textiles","1028.41294197","230.6","7.311858812442231"
Jash Engineering Ltd,JASH,"Construction & Engineering","1025.22271544","848.2","31.868906292819332"
Cressanda Solutions Ltd,CRESSAN,"IT Services & Consulting","1024.133435","26.15","3938.974749999999"
Waaree Renewable Technologies Ltd,WAAREERTL,,"1023.6735361200001","487.5","115.01949844044961"
Kamdhenu Ltd,KAMDHENU,"Iron & Steel","1019.3739975","384.1","38.74473574686427"
Ritesh Properties and Industries Ltd,RPIL,,"1019.2695555","41.8","25.17336516423809"
Shalimar Paints Ltd,SHALPAINTS,"Specialty Chemicals","1016.09214882","138.45","-15.819588180289573"
Enkei Wheels (India) Ltd,ENKEIWHEL,"Auto Parts","1014.772697225","566.45","62.332475259520976"
Coffee Day Enterprises Ltd,COFFEEDAY,"Restaurants & Cafes","1014.0082512","47.15","-8.407331491584445"
Nelcast Ltd,NELCAST,"Iron & Steel","1012.258962","113.95","71.13555600843273"
Centrum Capital Ltd,CENTRUM,"Diversified Financials","1010.9595582","24.25","-5.719714614992927"
Jaybharat Textiles and Real Estate Ltd,JAYTEX,"Textiles","1008.7768125","27.65","-54.17705759935551"
Raghav Productivity Enhancers Ltd,RPEL,"Commodity Chemicals","998.1724325","926.7","55.98275000000003"
Nahar Spinning Mills Ltd,NAHARSPING,"Textiles","997.746607495","279.1","1.9867910701029468"
Pitti Engineering Ltd,PITTIENG,"Industrial Machinery","996.2763326950001","317.55","19.210881849113065"
Artemis Medicare Services Ltd,ARTEMISMED,"Business Support Services","991.1375625","73.45","31.158049748506848"
Udaipur Cement Works Ltd,UDAICEMENT,"Cement","990.2832180600001","31.3","20.35107312083846"
Steel Cast Ltd,STEELCAS,"Iron & Steel","976.58","459.6","29.353171024947393"
Jagsonpal Pharmaceuticals Ltd,JAGSNPHARM,"Pharmaceuticals","973.12471","372.7","49.67456406329766"
Bigbloc Construction Ltd,BIGBLOC,"Building Products - Granite","971.91752375","137.3","60.480244166148076"
Bodal Chemicals Ltd,BODALCHEM,"Commodity Chemicals","965.890524375","78.15","8.97250835462145"
Finkurve Financial Services Ltd,FINKURVE,"Diversified Financials","965.39088678","72.3","48.95491312271803"
ULTRAMARINE & PIGMENTS Ltd,ULTRAMAR,"Commodity Chemicals","965.206","326.2","16.5530097753387"
Navkar Corporation Ltd,NAVKARCORP,"Logistics","964.0753543049999","62.75","14.337825019408111"
IFGL Refractories Ltd,IFGLEXPOR,"Industrial Machinery","962.9888","282.3","12.42886938564787"
5Paisa Capital Ltd,5PAISA,"Diversified Financials","958.4550784","312.3","69.75655592430849"
Sportking India Ltd,SPORTKING,"Textiles","958.00712","714","2.3408848381185074"
Likhitha Infrastructure Ltd,LIKHITHA,"Construction & Engineering","954.2955","234.55","20.691576322636596"
Centum Electronics Ltd,CENTUM,"Electronic Equipments","944.1967516799999","722.25","-30.906603982978694"
Vardhman Holdings Ltd,VHL,"Diversified Financials","941.8063159200001","2932.75","2.1949434043068896"
Axita Cotton Ltd,AXITA,"Textiles","941.5224","47.7","64.79851342050908"
Uniphos Enterprises Ltd,UNIENTER,"Fertilizers & Agro Chemicals","939.912149235","136.5","17.211355964750044"
Renaissance Global Ltd,RGL,"Precious Metals, Jewellery & Watches","938.780154","97.05","8.875675087453905"
Vinyl Chemicals India Ltd,VINYLINDIA,"Specialty Chemicals","938.034913205","503.35","26.92407902425362"
Ngl Fine Chem Ltd,NGLFINE,"Pharmaceuticals","936.6502186399999","1514.25","18.774307850070148"
Rhetan TMT Ltd,RHETAN,,"935","455","397.87234042553393"
Sterling Tools Ltd,STERTOOLS,"Industrial Machinery","933.567428065","256.4","36.56746682589115"
Arihant Superstructures Ltd,ARIHANTSUP,"Real Estate","933.0969959700001","224.35","22.56582819758163"
Vimta Labs Ltd,VIMTALABS,"Labs & Life Sciences Services","931.14987261","413.85","22.53508888213942"
Music Broadcast Ltd,RADIOCITY,"Radio","928.165903125","26.95","-162.8361233552635"
Ge Power India Ltd,GEPIL,"Construction & Engineering","925.05000096","137.25","-3.202859916072297"
M K Proteins Ltd,MKPL,"FMCG - Household Products","923.018894","2213.05","90.5808531894017"
Abans Holdings Ltd,AHL,"Investment Banking & Brokerage","922.68548","180.95","16.221615330520386"
Deep Industries Ltd,DEEPINDS,"Oil & Gas - Equipment & Services","919.84","281.65","12.752530153888818"
Century Enka Ltd,CENTENKA,"Textiles","919.800543955","416.1","4.994572892892049"
Sree Rayalaseema Hi-Strength Hypo Ltd,SRHHYPOLTD,"Commodity Chemicals","915.05660751","522.9","8.903927289189461"
Saint-Gobain Sekurit India Ltd,SAINTGOBAIN,"Auto Parts","914.701228","99.75","19.176126373165623"
Zee Media Corporation Ltd,ZEEMEDIA,"TV Channels & Broadcasters","913.1258728","14.3","-7.75676072714917"
Patel Engineering Ltd,PATELENG,"Construction & Engineering","911.829352995","18.95","12.690735601878936"
India Motor Parts & Accessories Ltd,IMPAL,"Auto Parts","911.352","725.7","15.00167901234568"
Emami Paper Mills Ltd,EMAMIPAP,"Paper Products","909.3007215","147.1","7.920737992160278"
Quick Heal Technologies Ltd,QUICKHEAL,"IT Services & Consulting","909.1490721299999","170.05","10.928586033537684"
Anup Engineering Ltd,ANUP,"Textiles","908.868177","931.5","14.647351764705883"
Ambika Cotton Mills Ltd,AMBIKCO,"Textiles","898.42425","1523.6","4.9945755503669105"
India Nippon Electricals Ltd,INDNIPPON,"Auto Parts","896.82635448","392.5","18.224473775248928"
Hariom Pipe Industries Ltd,HARIOMPIPE,"Building Products - Pipes","891.2849969399999","344.7","27.896244035680777"
Sastasundar Ventures Ltd,SASTASUNDR,"Diversified Financials","890.2168425","275.95","1.2564810762173606"
Agarwal Industrial Corporation Ltd,AGARIND,"Commodity Chemicals","889.9136565549999","585.45","13.968194263930306"
Orient Paper and Industries Ltd,ORIENTPPR,"Paper Products","889.0572533799999","42.3","-30.784530934210512"
Antony Waste Handling Cell Ltd,AWHCL,"Environmental Services","887.0856512","310.75","13.064589855670095"
Mishtann Foods Ltd,MISHTANN,"FMCG - Foods","887","8.82","28.239414199299603"
RSWM Ltd,RSWM,"Textiles","883.156575","189.6","3.586859617415311"
Kalyani Investment Company Ltd,KICL,"Asset Management","876.44431215","1978.25","15.327812384575024"
HDFC Nifty 50 ETF,HDFCNIFETF,"Equity","875.43042121","194.08",
Ganesh Benzoplast Ltd,GANESHBE,"Specialty Chemicals","871.7847055799999","137.2","26.676398579559297"
Tanfac Industries Ltd,TANFACIND,"Diversified Chemicals","870.169125","859.25","16.32893835616439"
Tracxn Technologies Ltd,TRACXN,"IT Services & Consulting","866.178447475","84.5","-178.2260179989715"
Ddev Plastiks Industries Ltd,DDEVPLASTIK,,"865.470956","96.6","15.79903169039784"
Ascom Leasing & Investments Ltd,ASCOM,"Consumer Finance","862.5268816299999","198.05","176.38586536400817"
Shankar Lal Rampal Dye-Chem Ltd,SRD,"Commodities Trading","860.6730249","133.95","31.78260800960114"
Pearl Global Industries Ltd,PGIL,"Apparel & Accessories","860.383257955","393.75","12.624846044827542"
Hexa Tradex Ltd,HEXATRADEX,"Commodities Trading","856.292912","156.1","-34.18334978043912"
Zota Health Care Ltd,ZOTA,"Pharmaceuticals","855.5769196350001","348","96.02434563804715"
Kokuyo Camlin Ltd,KOKUYOCMLN,"Stationery","854.08690809","83.25","-180.95061612076043"
Welspun Specialty Solutions Ltd,WELSPLSOL,"Iron & Steel","853.44354116","16.3","-27.72721056400262"
Sandesh Ltd,SANDESH,"Publishing","853.1494409100001","1142.5","9.498435102538414"
Ashapura Minechem Ltd,ASHAPURMIN,"Metals - Diversified","853.10786385","92.25","9.861378613455132"
Orient Green Power Company Ltd,GREENPOWER,"Renewable Energy","852.071713895","11.15","24.35882544010865"
Jindal Drilling and Industries Ltd,JINDRILL,"Oil & Gas - Equipment & Services","850.74030792","293.3","13.195909848301532"
Panacea Biotec Ltd,PANACEABIO,"Biotechnology","849.85410075","137.65","0.7884423278349371"
Aurum Proptech Ltd,AURUM,"IT Services & Consulting","847.43878848","119","-75.93537531182791"
Sigachi Industries Ltd,SIGACHI,"Commodity Chemicals","844.6501875","328.6","21.09515952797205"
Aurionpro Solutions Ltd,AURIONPRO,"IT Services & Consulting","842.6940984","374.8","11.926041585055195"
Forbes & Company Ltd,FORBESCO,"Conglomerates","841.76368016","647.15","0.19919346125049095"
Black Rose Industries Ltd,BLACKROSE,"Conglomerates","838.44","165.75","26.291627469426214"
Transpek Industry Ltd,TRANSPEK,"Commodity Chemicals","836.411029905","1508.1","12.791115306698286"
Dhunseri Ventures Ltd,DVL,"Specialty Chemicals","836.04087798","235.95","2.3281561625730993"
Clariant Chemicals India Ltd,CLNINDIA,"Specialty Chemicals","832.67586285","358.1","19.21707507154398"
SOM Distilleries and Breweries Ltd,SDBL,"Alcoholic Beverages","831.42355012","120.4","-84.58021873041707"
Rushil Decor Ltd,RUSHIL,"Building Products - Laminates","823.52201757","404.4","36.135235523036464"
SMC Global Securities Ltd,SMCGLOBAL,"Investment Banking & Brokerage","822.4185","78","4.716243261841955"
Beekay Steel Industries Ltd,BEEKAY,"Iron & Steel","821.81472068","430.3","5.210923344619873"
Balmer Lawrie Investments Ltd,BLIL,"Conglomerates","818.41330803","372.75","9.245518617600498"
Paramount Communications Ltd,PARACABLES,"Cables","817.51449265","44.1","99.57545586479858"
National Peroxide Ltd,NATPEROX,"Commodity Chemicals","814.665985","1589.3","150.0305681399632"
Mangalam Cement Ltd,MANGLMCEM,"Cement","813.64504782","294.9","10.471622237065633"
Jet Airways (India) Ltd,JETAIRWAYS,"Airlines","811.6533015350001","70.75","-1.0506294839555235"
Tamilnadu Petroproducts Ltd,TNPETRO,"Commodity Chemicals","808.84355126","90.65","4.612211616924223"
S. P. Apparels Ltd,SPAL,"Apparel & Accessories","806.350701","317.85","9.521203223521082"
RACL Geartech Ltd,RACLGEAR,"Auto Parts","805.870692","739.9","33.6902463210702"
Gloster Ltd,GLOSTERLTD,"Textiles","800.1711712","721.9","12.255646671772087"
Tuticorin Alkali Chemicals and Fertilizers Ltd,TUTIALKA,"Commodity Chemicals","799.85222395","65.55","-23.54584115248751"
Trucap Finance Ltd,TRU,"Consumer Finance","798.2971520149999","68.45","200.57717387311575"
Himatsingka Seide Ltd,HIMATSEIDE,"Textiles","797.0107102","80.05","5.659783483880136"
BMW Industries Ltd,BMW,"Iron & Steel","795.6806361","35","23.056523793103437"
Jai Balaji Industries Ltd,JAIBALAJI,"Iron & Steel","793.43131013","54.15","16.50574807842736"
Ncl Industries Ltd,NCLIND,"Cement","790.89533315","173.65","8.382568448860626"
Capital India Finance Ltd,CIFL,"Diversified Financials","785.8933686","101.95","-282.69545633095123"
D Link (India) Limited,DLINKINDIA,"Technology Hardware","783.947088","216","18.53302808510633"
Anjani Portland Cement Ltd,APCL,"Cement","783.0347908800001","204.9","18.904751107677466"
Oriental Carbon & Chemicals Ltd,OCCL,"Commodity Chemicals","781.724699","791.35","18.145884377901577"
AGS Transact Technologies Ltd,AGSTRA,"Business Support Services","780.69946724","68.05","-9.465318467992239"
HLV Ltd,HLVLTD,"Hotels, Resorts & Cruise Lines","777.92668082","11.7","-18.3041571957647"
Pennar Industries Ltd,PENIND,"Iron & Steel","776.615559405","56.25","18.565994726392706"
Associated Alcohols & Breweries Ltd,ASALCBR,"Alcoholic Beverages","776.411244","425.1","12.772022437900963"
Indo Amines Ltd,INDOAMIN,"Specialty Chemicals","774.138282","106.9","33.89397031523639"
Ravindra Energy Ltd,RELTD,"Electrical Components & Equipments","773.83681475","57.05","23.700974418070416"
Allsec Technologies Ltd,ALLSEC,"IT Services & Consulting","773.1164696100001","507.45","21.692381302188572"
Apex Frozen Foods Ltd,APEX,"Packaged Foods & Meats","772.96875","245.05","18.82076333089845"
Transformers and Rectifiers (India) Ltd,TRIL,"Heavy Electrical Equipments","770.1974791","57.2","55.053429528235185"
Ramco Systems Ltd,RAMCOSYS,"IT Services & Consulting","766.14746252","243.2","-10.443667700654297"
Orient Bell Ltd,ORIENTBELL,"Building Products - Ceramics","766.13296642","524.3","23.80773668178989"
63 Moons Technologies Ltd,63MOONS,"IT Services & Consulting","764.212536145","163.8","-14.373002372484486"
Visaka Industries Ltd,VISAKAIND,"Cement","755.09119764","442.9","6.382310858253754"
Khaitan Chemicals and Fertilizers Ltd,KHAICHEM,"Fertilizers & Agro Chemicals","753.121138","75.5","9.472030411269033"
Ram Ratna Wires Ltd,RAMRAT,"Electrical Components & Equipments","751.52","168.6","14.399693427859724"
Texmaco Infrastructure & Holdings Ltd,TEXINFRA,"Real Estate","751.17974805","58.5","-8.708320751796892"
Indraprastha Medical Corporation Ltd,INDRAMEDCO,"Hospitals & Diagnostic Centres","750.343505","82.5","12.800128027976834"
Tourism Finance Corporation of India Ltd,TFCILTD,"Specialized Finance","749.1875939199999","82.6","8.780914134083451"
Vascon Engineers Ltd,VASCONEQ,"Construction & Engineering","748.657447395","33.9","21.268677482812482"
Bliss GVS Pharma Ltd,BLISSGVS,"Pharmaceuticals","748.33694832","71.4","49.789550786427405"
Xchanging Solutions Ltd,XCHANGING,"IT Services & Consulting","747.51893436","66.8","14.219496563819671"
Davangere Sugar Company Ltd,DAVANGERE,,"740.91513825","74.85","130.44280602992976"
BCL Industries Ltd,BCLIND,"FMCG - Foods","739.59375","309.4","8.716484973482611"
Shakti Pumps India Ltd,SHAKTIPUMP,"Industrial Machinery","736.03334702","396.75","11.356786715321713"
Dharamsi Morarji Chemical Co Ltd,DMCC,"Diversified Chemicals","732.9846308699999","292.85","34.347920846766606"
Kopran Ltd,KOPRAN,"Pharmaceuticals","727.256976425","150.8","11.91833786340543"
Indian Hume Pipe Company Ltd,INDIANHUME,"Water Management","725.49637075","147.75","12.551840324394426"
Syncom Formulations (India) Ltd,SYNCOMF,"Pharmaceuticals","723.8","8.85","36.61102680829537"
Summit Securities Ltd,SUMMITSEC,"Asset Management","723.7147316850001","662.4","14.240746392857146"
HP Adhesives Ltd,HPAL,"Diversified Chemicals","720.573546605","376.65","119.69660242607961"
Roto Pumps Ltd,ROTO,"Industrial Machinery","719.5483451","449.75","23.865616752902135"
TVS Electronics Ltd,TVSELECT,"Technology Hardware","715.33294689","378.6","47.37304284039726"
B L Kashyap and Sons Ltd,BLKASHYAP,"Construction & Engineering","713.5176","31.95","16.23475767918089"
Entertainment Network (India) Ltd,ENIL,"Radio","711.71929595","149.25","-19.60659217493112"
GFL Ltd,GFLLIMITED,"Specialty Chemicals","709.631","65.05","-6.378132302714365"
Cheviot Co Ltd,CHEVIOT,"Textiles","706.651884375","1163.3","8.906628237648096"
Lincoln Pharmaceuticals Ltd,LINCOLN,"Pharmaceuticals","702.74300688","338.55","10.131819591695509"
Deccan Cements Ltd,DECCANCE,"Cement","701.4255625","492.35","8.009884235468771"
Bhageria Industries Ltd,BHAGERIA,"Specialty Chemicals","701.1437517","160.4","9.93402878577502"
Jay Bharat Maruti Ltd,JAYBARMARU,"Auto Parts","697.996","158.85","24.813224315677328"
Apollo Micro Systems Ltd,APOLLO,"Electronic Equipments","692.57941753","329.2","47.4044775859001"
HPL Electric & Power Ltd,HPL,"Electrical Components & Equipments","692.19473179","102.6","89.0855510669222"
Royal Orchid Hotels Ltd,ROHLTD,"Hotels, Resorts & Cruise Lines","691.801048375","244.95","23.562706007322884"
SMS Pharmaceuticals Ltd,SMSPHARMA,"Pharmaceuticals","690.7605648","81.7","11.101905573770482"
3i Infotech Ltd,3IINFOLTD,"IT Services & Consulting","687.877712945","41.1","-11.965171559314673"
Hercules Hoists Ltd,HERCULES,"Industrial Machinery","687.68","212.45","46.029451137884884"
Wardwizard Foods and Beverages Ltd,WARDWIZFBL,,"687.5528","43.2","-3437.764000000001"
Nikhil Adhesives Ltd,NIKHILAD,,"687.536995","148.1","27.207637316976594"
Quint Digital Media Ltd,QUINT,,"685.99404584","149.35","-32.28207274541176"
Arihant Capital Markets Ltd,ARIHANTCAP,"Diversified Financials","685.582788","64.7","13.616341370407145"
Chaman Lal Setia Exports Ltd,CLSEL,"Packaged Foods & Meats","681.58952125","129.75","10.489220086949823"
Foods and Inns Ltd,FOODSIN,"FMCG - Foods","680.8249665","135.55","44.5274667429691"
Dharmaj Crop Guard Ltd,DHARMAJ,"Fertilizers & Agro Chemicals","679.49463608","191.25","23.684023565005266"
LIC MF ETF-Sensex,LICNETFSEN,"Equity","676.6234261679999","651.2",
Talbros Automotive Components Ltd,TALBROAUTO,"Auto Parts","676.35533955","529.55","15.070306139705899"
Zuari Agro Chemicals Ltd,ZUARI,"Fertilizers & Agro Chemicals","676.29273648","157.1","5.184306143963186"
Baroda Rayon Corporation Ltd,BARODARY,"Textiles","675.312306525","304.1","1.8028038829787232"
Binny Ltd,BINNY,"Real Estate","673.934283","305.45","20.13547305049298"
Jyoti Structures Ltd,JYOTISTRUC,"Power Transmission & Distribution","672.5993726","10.1","-15.81470426992711"
Shreyas Shipping and Logistics Ltd,SHREYAS,"Logistics","672.55923579","302.4","3.1864274211872843"
Bharat Wire Ropes Ltd,BHARATWIRE,"Iron & Steel","671.99528354","102.55","49.1583967476227"
Onward Technologies Ltd,ONWARDTEC,"Outsourced services","669.6131939","297.1","28.289530794254407"
Sheetal Cool Products Ltd,SCPL,"FMCG - Foods","669.1125","591.95","36.28592733188729"
Confidence Futuristic Energetech Ltd,CFEL,,"667.7838","265.2","209.9949056603778"
Rane (Madras) Ltd,RML,"Auto Parts","667.36390501","422.85","62.60449390337674"
Creative Newtech Ltd,CREATIVE,"Technology Hardware","666.54","516.15","41.71088861076353"
Beta Drugs Ltd,BETA,"Pharmaceuticals","666.1395091","692.5","26.82801083769633"
Ruby Mills Ltd,RUBYMILLS,"Textiles","663.4496","198.95","21.374020618556717"
Rajapalayam Mills Ltd,RAJPALAYAM,"Textiles","658.737189","706","3.9544794633209275"
John Cockerill India Ltd,COCKERILL,,"657.692002535","1412.05","141.74396606357874"
Control Print Ltd,CONTROLPR,"Electronic Equipments","656.8614566399999","395.55","16.38058495361595"
Linc Ltd,LINC,"Stationery","655.12441855","434","80.48211530098291"
Oswal Greentech Ltd,BINDALAGRO,"Real Estate","654.86335545","25.15","13.986829462836393"
Sukhjit Starch and Chemicals Ltd,SUKHJITS,"Agro Products","652.68716","445.05","8.963020598736621"
UTI Gold Exchange Traded Fund,GOLDSHARE,"Gold","651.5397","47.6",
Nagarjuna Fertilizers and Chemicals Ltd,NAGAFERT,"Fertilizers & Agro Chemicals","648.900528255","10.85","-0.968623907712861"
Andhra Petrochemicals Ltd,ANDHRAPET,"Commodity Chemicals","647.483592","75.65","2.8556213813178086"
Snowman Logistics Ltd,SNOWMAN,"Logistics","647.465980625","38.55","387.70418001497916"
Nahar Poly Films Ltd,NAHARPOLY,"Textiles","647.40180303","258.75","6.62642582425793"
D P Abhushan Ltd,DPABHUSHAN,"Precious Metals, Jewellery & Watches","647.3935865","300.6","15.973194830989401"
Asian Granito India Ltd,ASIANTILES,"Building Products - Granite","647.0348381800001","48.75","7.036811725720513"
Kanoria Chemicals and Industries Ltd,KANORICHEM,"Specialty Chemicals","644.03972842","141.3","94.29571426354556"
Sayaji Hotels Ltd,SAYAJIHOTL,"Hotels, Resorts & Cruise Lines","641.94711","350.55","19.4176379310345"
Praveg Ltd,PRAVEG,,"637.600388","304.35","52.091534967320264"
Shri Jagdamba Polymers Ltd,SHRJAGP,"Textiles","636.44386","733","12.440263096168886"
Yuken India Ltd,YUKEN,"Industrial Machinery","632.46","533.25","46.16496350364963"
